id,industry_id,department,date,fresh_water_consumed,wastewater_generated,reused_water,cto_limit
346,1,Production,2025-12-12,1178.5,859.9,758.0,2000
347,1,Utilities,2025-12-13,671.1,455.3,386.0,2000
348,1,Cleaning,2025-12-14,675.2,519.2,509.3,2000
349,1,Cleaning,2025-12-15,1146.7,743.1,665.0,2000
350,1,Cooling,2025-12-16,1257.0,1062.9,820.3,2000
351,1,Utilities,2025-12-17,1049.1,720.9,868.4,2000
352,1,Cleaning,2025-12-18,1039.3,772.6,752.8,2000
353,1,Utilities,2025-12-19,1216.0,1019.8,830.2,2000
354,1,Cleaning,2025-12-20,757.0,469.2,519.3,2000
355,1,Utilities,2025-12-21,608.9,491.4,403.4,2000
356,1,Cleaning,2025-12-22,989.2,745.8,765.7,2000
357,1,Cooling,2025-12-23,1155.9,708.7,714.3,2000
358,1,Production,2025-12-24,1170.3,742.4,877.5,2000
359,1,Cooling,2025-12-25,1079.0,899.6,852.0,2000
360,1,Cooling,2025-12-26,1195.2,802.9,676.5,2000
361,1,Production,2025-12-27,696.4,458.3,486.4,2000
362,1,Production,2025-12-28,748.6,481.9,511.9,2000
363,1,Production,2025-12-29,1275.6,892.0,738.6,2000
364,1,Cleaning,2025-12-30,1235.5,744.2,760.1,2000
365,1,Cleaning,2025-12-31,1038.3,879.7,752.8,2000
366,2,Cooling,2025-01-01,3316.0,2377.6,877.1,4500
367,2,Cooling,2025-01-02,6531.4,4027.7,1087.4,4500
368,2,Cooling,2025-01-03,2707.9,2204.3,1158.8,4500
369,2,Cleaning,2025-01-04,1576.8,1209.9,524.3,4500
370,2,Cleaning,2025-01-05,2035.3,1224.7,572.1,4500
371,2,Cleaning,2025-01-06,7695.2,4251.3,1089.2,4500
372,2,Production,2025-01-07,3151.0,2257.2,863.9,4500
373,2,Cleaning,2025-01-08,3171.3,2409.2,1176.3,4500
374,2,Cooling,2025-01-09,2747.2,1740.1,861.3,4500
375,2,Cleaning,2025-01-10,2924.3,2156.1,988.3,4500
376,2,Cooling,2025-01-11,1941.4,1495.0,623.0,4500
377,2,Utilities,2025-01-12,1815.2,1253.3,700.1,4500
378,2,Cooling,2025-01-13,3065.4,1954.1,931.2,4500
379,2,Production,2025-01-14,3162.3,2464.2,995.5,4500
380,2,Utilities,2025-01-15,3277.8,2338.2,1005.3,4500
381,2,Production,2025-01-16,6039.0,3521.3,923.3,4500
382,2,Cooling,2025-01-17,3070.5,1877.1,937.8,4500
383,2,Production,2025-01-18,2034.7,1255.9,704.1,4500
384,2,Utilities,2025-01-19,1627.2,1031.4,634.0,4500
385,2,Utilities,2025-01-20,2887.0,2375.5,979.4,4500
386,2,Utilities,2025-01-21,2888.1,2225.8,1064.7,4500
387,2,Cleaning,2025-01-22,2656.8,2253.5,957.2,4500
388,2,Cooling,2025-01-23,3301.3,2604.9,1191.4,4500
389,2,Utilities,2025-01-24,3028.7,2440.6,899.0,4500
390,2,Cleaning,2025-01-25,1631.8,1336.1,663.7,4500
391,2,Utilities,2025-01-26,1862.1,1553.1,693.4,4500
392,2,Production,2025-01-27,2640.8,1606.6,1039.1,4500
393,2,Production,2025-01-28,2770.3,1692.8,975.6,4500
394,2,Production,2025-01-29,2676.1,2270.3,893.7,4500
395,2,Cleaning,2025-01-30,3069.7,2434.7,1127.4,4500
396,2,Cooling,2025-01-31,3437.1,2510.2,965.4,4500
397,2,Cooling,2025-02-01,2008.1,1419.3,643.9,4500
398,2,Utilities,2025-02-02,2100.9,1427.9,623.4,4500
399,2,Utilities,2025-02-03,2919.2,2144.1,963.6,4500
400,2,Cooling,2025-02-04,3520.8,2917.6,1101.8,4500
401,2,Cooling,2025-02-05,3117.0,2068.9,1002.0,4500
402,2,Utilities,2025-02-06,3560.9,2218.9,1171.6,4500
403,2,Cleaning,2025-02-07,3106.2,2333.5,877.0,4500
404,2,Cooling,2025-02-08,1923.0,1571.8,601.9,4500
405,2,Production,2025-02-09,1767.7,1144.6,707.3,4500
406,2,Utilities,2025-02-10,3626.0,2806.2,1162.6,4500
407,2,Cooling,2025-02-11,3275.4,2600.3,1023.7,4500
408,2,Cleaning,2025-02-12,3039.6,2097.1,1239.6,4500
409,2,Utilities,2025-02-13,3478.1,2365.3,947.3,4500
410,2,Production,2025-02-14,3285.5,2153.0,922.7,4500
411,2,Utilities,2025-02-15,1816.1,1178.7,575.3,4500
412,2,Cooling,2025-02-16,1934.6,1477.4,692.7,4500
413,2,Utilities,2025-02-17,3676.3,2795.5,1071.0,4500
414,2,Cleaning,2025-02-18,2905.0,2266.1,1070.0,4500
415,2,Production,2025-02-19,3248.2,2630.3,892.0,4500
416,2,Production,2025-02-20,3480.7,2447.3,1222.3,4500
417,2,Cooling,2025-02-21,2750.1,1997.8,1020.5,4500
418,2,Utilities,2025-02-22,2027.5,1224.5,653.3,4500
419,2,Production,2025-02-23,4624.9,2397.9,768.2,4500
420,2,Cooling,2025-02-24,2844.8,1775.4,924.0,4500
421,2,Cleaning,2025-02-25,3530.0,2353.9,1030.7,4500
422,2,Utilities,2025-02-26,3185.3,2104.9,1159.8,4500
423,2,Production,2025-02-27,3373.7,2748.1,1186.6,4500
424,2,Utilities,2025-02-28,3106.2,2233.4,1133.8,4500
425,2,Production,2025-03-01,2033.7,1440.8,755.1,4500
426,2,Production,2025-03-02,2274.7,1887.5,604.7,4500
427,2,Utilities,2025-03-03,3156.9,2623.5,1213.3,4500
428,2,Production,2025-03-04,3063.6,2489.5,911.0,4500
429,2,Cooling,2025-03-05,3646.2,2837.4,1083.9,4500
430,2,Cooling,2025-03-06,3454.8,2562.3,1287.8,4500
431,2,Cleaning,2025-03-07,3271.6,2568.0,1261.2,4500
432,2,Production,2025-03-08,2034.3,1716.1,556.9,4500
433,2,Production,2025-03-09,1936.6,1534.3,801.3,4500
434,2,Cleaning,2025-03-10,2911.4,1945.8,1352.5,4500
435,2,Cleaning,2025-03-11,3443.6,2389.4,987.9,4500
436,2,Utilities,2025-03-12,2968.4,2240.1,1264.6,4500
437,2,Production,2025-03-13,3153.8,2191.9,1258.2,4500
